timestamp, memory.used [MiB], utilization.gpu [%]
2026/09/05 04:18:44.346, 14661 MiB, 100 %
2026/09/05 04:19:14.347, 14661 MiB, 100 %
2026/09/05 04:19:44.347, 14661 MiB, 100 %
2026/09/05 04:20:14.348, 14661 MiB, 100 %
2026/09/05 04:20:44.349, 14661 MiB, 100 %
2026/09/05 04:21:14.350, 14661 MiB, 100 %
2026/09/05 04:21:44.351, 14661 MiB, 100 %
2026/09/05 04:22:14.351, 14661 MiB, 81 %
2026/09/05 04:22:44.352, 14661 MiB, 82 %
2026/09/05 04:23:14.353, 14661 MiB, 55 %
2026/09/05 04:23:44.354, 14661 MiB, 100 %
2026/09/05 04:24:14.355, 14661 MiB, 100 %
2026/09/05 04:24:44.355, 14661 MiB, 100 %
2026/09/05 04:25:14.356, 14661 MiB, 68 %
2026/09/05 04:25:44.357, 14661 MiB, 44 %
2026/09/05 04:26:14.358, 14661 MiB, 50 %
2026/09/05 04:26:44.358, 14661 MiB, 100 %
2026/09/05 04:27:14.359, 14661 MiB, 48 %
2026/09/05 04:27:44.360, 14661 MiB, 81 %
2026/09/05 04:28:14.361, 14661 MiB, 100 %
2026/09/05 04:28:44.361, 14661 MiB, 100 %
2026/09/05 04:29:14.362, 14661 MiB, 100 %
2026/09/05 04:29:44.363, 14661 MiB, 61 %
2026/09/05 04:30:14.363, 14661 MiB, 100 %
2026/09/05 04:30:44.364, 14661 MiB, 100 %
2026/09/05 04:31:14.364, 14661 MiB, 100 %
2026/09/05 04:31:44.365, 14661 MiB, 100 %
2026/09/05 04:32:14.366, 14661 MiB, 100 %
2026/09/05 04:32:44.366, 14661 MiB, 98 %
2026/09/05 04:33:14.367, 14661 MiB, 98 %
2026/09/05 04:33:44.368, 14661 MiB, 99 %
2026/09/05 04:34:14.369, 14661 MiB, 98 %
2026/09/05 04:34:44.369, 14661 MiB, 100 %
2026/09/05 04:35:14.370, 14661 MiB, 100 %
2026/09/05 04:35:44.371, 14661 MiB, 100 %
2026/09/05 04:36:14.371, 14661 MiB, 100 %
2026/09/05 04:36:44.372, 14661 MiB, 100 %
2026/09/05 04:37:14.373, 14661 MiB, 90 %
2026/09/05 04:37:44.373, 14661 MiB, 100 %
2026/09/05 04:38:14.374, 14661 MiB, 59 %
2026/09/05 04:38:44.375, 14661 MiB, 81 %
2026/09/05 04:39:14.375, 14661 MiB, 72 %
2026/09/05 04:39:44.376, 14661 MiB, 100 %
2026/09/05 04:40:14.377, 14661 MiB, 100 %
2026/09/05 04:40:44.378, 14661 MiB, 100 %
2026/09/05 04:41:14.378, 14661 MiB, 80 %
2026/09/05 04:41:44.379, 14661 MiB, 68 %
2026/09/05 04:42:14.380, 14661 MiB, 64 %
2026/09/05 04:42:44.381, 14661 MiB, 63 %
2026/09/05 04:43:14.382, 14661 MiB, 100 %
2026/09/05 04:43:44.382, 14785 MiB, 100 %
2026/09/05 04:44:14.383, 14785 MiB, 100 %
2026/09/05 04:44:44.384, 14785 MiB, 100 %
2026/09/05 04:45:14.384, 14785 MiB, 100 %
2026/09/05 04:45:44.385, 14785 MiB, 100 %
2026/09/05 04:46:14.386, 14785 MiB, 100 %
2026/09/05 04:46:44.386, 14785 MiB, 100 %
2026/09/05 04:47:14.387, 14785 MiB, 100 %
2026/09/05 04:47:44.388, 14785 MiB, 100 %
2026/09/05 04:48:14.389, 14785 MiB, 90 %
2026/09/05 04:48:44.390, 14785 MiB, 93 %
2026/09/05 04:49:14.391, 14785 MiB, 100 %
2026/09/05 04:49:44.391, 14785 MiB, 100 %
2026/09/05 04:50:14.392, 0 MiB, 0 %
2026/09/05 04:50:44.393, 1641 MiB, 67 %
2026/09/05 04:51:14.394, 1641 MiB, 70 %
2026/09/05 04:51:44.394, 1641 MiB, 100 %
2026/09/05 04:52:14.395, 1641 MiB, 56 %
2026/09/05 04:52:44.396, 1641 MiB, 100 %
2026/09/05 04:53:14.397, 1641 MiB, 48 %
2026/09/05 04:53:44.397, 1641 MiB, 100 %
2026/09/05 04:54:14.398, 1641 MiB, 73 %
2026/09/05 04:54:44.399, 1641 MiB, 95 %
2026/09/05 04:55:14.400, 1641 MiB, 100 %
2026/09/05 04:55:44.400, 1641 MiB, 61 %
2026/09/05 04:56:14.401, 1641 MiB, 100 %
2026/09/05 04:56:44.401, 1641 MiB, 100 %
2026/09/05 04:57:14.402, 1641 MiB, 23 %
2026/09/05 04:57:44.403, 1641 MiB, 64 %
2026/09/05 04:58:14.403, 1641 MiB, 100 %
2026/09/05 04:58:44.404, 1641 MiB, 61 %
2026/09/05 04:59:14.404, 1641 MiB, 100 %
2026/09/05 04:59:44.405, 1641 MiB, 23 %
2026/09/05 05:00:14.406, 1641 MiB, 100 %
2026/09/05 05:00:44.406, 1641 MiB, 87 %
2026/09/05 05:01:14.407, 1641 MiB, 100 %
2026/09/05 05:01:44.408, 1641 MiB, 100 %
